"Year","Country.of.origin","Country.of.origin..ISO.","Country.of.asylum","Country.of.asylum..ISO.","Refugees.under.UNHCR.s.mandate","Asylum.seekers","IDPs.of.concern.to.UNHCR","Venezuelans.displaced.abroad","Stateless.persons","Others.of.concern"
2000,"Afghanistan","AFG","Afghanistan","AFG",0,0,758625,NA,0,0
2000,"Iraq","IRQ","Albania","ALB",9,0,0,NA,0,0
2000,"Iraq","IRQ","Algeria","DZA",5,0,0,NA,0,0
2000,"Somalia","SOM","Algeria","DZA",14,12,0,NA,0,0
2000,"Sudan","SDN","Algeria","DZA",6,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Algeria","DZA",5,0,0,NA,0,0
2000,"Somalia","SOM","Angola","AGO",5,0,0,NA,0,0
2000,"Sudan","SDN","Angola","AGO",5,0,0,NA,0,0
2000,"Afghanistan","AFG","Egypt","EGY",60,21,0,NA,0,0
2000,"Iraq","IRQ","Egypt","EGY",48,50,0,NA,0,0
2000,"Somalia","SOM","Egypt","EGY",2610,1515,0,NA,0,0
2000,"Sudan","SDN","Egypt","EGY",2833,8727,0,NA,0,0
2000,"Iraq","IRQ","Argentina","ARG",13,5,0,NA,0,0
2000,"Somalia","SOM","Argentina","ARG",5,7,0,NA,0,0
2000,"Afghanistan","AFG","Australia","AUS",4358,376,0,NA,0,0
2000,"Iraq","IRQ","Australia","AUS",10521,358,0,NA,0,0
2000,"Somalia","SOM","Australia","AUS",2094,18,0,NA,0,0
2000,"Sudan","SDN","Australia","AUS",2872,15,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Australia","AUS",61,61,0,NA,0,0
2000,"Afghanistan","AFG","Austria","AUT",679,0,0,NA,0,0
2000,"Iraq","IRQ","Austria","AUT",1902,0,0,NA,0,0
2000,"Somalia","SOM","Austria","AUT",54,0,0,NA,0,0
2000,"Sudan","SDN","Austria","AUT",29,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Austria","AUT",85,0,0,NA,0,0
2000,"Afghanistan","AFG","Azerbaijan","AZE",172,843,0,NA,0,0
2000,"Iraq","IRQ","Azerbaijan","AZE",19,11,0,NA,0,0
2000,"Somalia","SOM","Burundi","BDI",11,13,0,NA,0,0
2000,"Afghanistan","AFG","Belgium","BEL",275,0,0,NA,0,0
2000,"Iraq","IRQ","Belgium","BEL",314,0,0,NA,0,0
2000,"Somalia","SOM","Belgium","BEL",263,0,0,NA,0,0
2000,"Sudan","SDN","Belgium","BEL",19,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Belgium","BEL",102,0,0,NA,0,0
2000,"Iraq","IRQ","Benin","BEN",5,0,0,NA,0,0
2000,"Sudan","SDN","Benin","BEN",28,0,0,NA,0,0
2000,"Somalia","SOM","Bangladesh","BGD",34,0,0,NA,0,0
2000,"Sudan","SDN","Burkina Faso","BFA",11,0,0,NA,0,0
2000,"Afghanistan","AFG","Belarus","BLR",368,235,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Belarus","BLR",0,5,0,NA,0,0
2000,"Somalia","SOM","Botswana","BWA",433,33,0,NA,0,0
2000,"Sudan","SDN","Botswana","BWA",5,5,0,NA,0,0
2000,"Afghanistan","AFG","Brazil","BRA",5,0,0,NA,0,0
2000,"Iraq","IRQ","Brazil","BRA",72,5,0,NA,0,0
2000,"Somalia","SOM","Brazil","BRA",16,0,0,NA,0,0
2000,"Sudan","SDN","Brazil","BRA",21,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Brazil","BRA",5,0,0,NA,0,0
2000,"Iraq","IRQ","Bosnia and Herzegovina","BIH",0,6,0,NA,0,0
2000,"Afghanistan","AFG","Bulgaria","BGR",786,428,0,NA,0,0
2000,"Iraq","IRQ","Bulgaria","BGR",102,225,0,NA,0,0
2000,"Somalia","SOM","Bulgaria","BGR",16,0,0,NA,0,0
2000,"Sudan","SDN","Bulgaria","BGR",20,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Bulgaria","BGR",11,25,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Belize","BLZ",0,15,0,NA,0,0
2000,"Afghanistan","AFG","Cambodia","KHM",5,6,0,NA,0,0
2000,"Iraq","IRQ","Cambodia","KHM",5,7,0,NA,0,0
2000,"Afghanistan","AFG","Canada","CAN",9115,308,0,NA,0,0
2000,"Iraq","IRQ","Canada","CAN",5798,279,0,NA,0,0
2000,"Somalia","SOM","Canada","CAN",5159,555,0,NA,0,0
2000,"Sudan","SDN","Canada","CAN",2968,332,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Canada","CAN",390,98,0,NA,0,0
2000,"Sudan","SDN","Central African Rep.","CAF",36151,86,0,NA,0,0
2000,"Somalia","SOM","Chad","TCD",11,0,0,NA,0,0
2000,"Sudan","SDN","Chad","TCD",17436,249,0,NA,0,0
2000,"Somalia","SOM","China","CHN",19,0,0,NA,0,0
2000,"Iraq","IRQ","Chile","CHL",5,0,0,NA,0,0
2000,"Sudan","SDN","Congo","COG",0,5,0,NA,0,0
2000,"Sudan","SDN","Dem. Rep. of the Congo","COD",72910,18,0,NA,0,0
2000,"Afghanistan","AFG","Cuba","CUB",19,0,0,NA,0,0
2000,"Sudan","SDN","Cuba","CUB",30,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Cuba","CUB",6,0,0,NA,0,0
2000,"Iraq","IRQ","Cyprus","CYP",20,39,0,NA,0,0
2000,"Somalia","SOM","Cyprus","CYP",5,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Cyprus","CYP",5,5,0,NA,0,0
2000,"Afghanistan","AFG","Czechia","CZE",192,395,0,NA,0,0
2000,"Iraq","IRQ","Czechia","CZE",68,88,0,NA,0,0
2000,"Somalia","SOM","Czechia","CZE",7,0,0,NA,0,0
2000,"Sudan","SDN","Czechia","CZE",0,19,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Czechia","CZE",0,14,0,NA,0,0
2000,"Afghanistan","AFG","Denmark","DNK",3525,519,0,NA,0,0
2000,"Iraq","IRQ","Denmark","DNK",11808,1317,0,NA,0,0
2000,"Somalia","SOM","Denmark","DNK",9957,416,0,NA,0,0
2000,"Sudan","SDN","Denmark","DNK",155,14,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Denmark","DNK",219,39,0,NA,0,0
2000,"Somalia","SOM","Djibouti","DJI",21698,56,0,NA,0,0
2000,"Sudan","SDN","Djibouti","DJI",7,0,0,NA,0,0
2000,"Afghanistan","AFG","Ecuador","ECU",70,0,0,NA,0,0
2000,"Iraq","IRQ","Ecuador","ECU",11,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Ecuador","ECU",15,0,0,NA,0,0
2000,"Somalia","SOM","Eritrea","ERI",1253,0,0,NA,0,0
2000,"Sudan","SDN","Eritrea","ERI",731,0,0,NA,0,0
2000,"Afghanistan","AFG","Estonia","EST",0,5,0,NA,0,0
2000,"Afghanistan","AFG","Ethiopia","ETH",5,0,0,NA,0,0
2000,"Somalia","SOM","Ethiopia","ETH",121096,0,0,NA,0,0
2000,"Sudan","SDN","Ethiopia","ETH",71732,0,0,NA,0,0
2000,"Afghanistan","AFG","Finland","FIN",351,0,0,NA,0,0
2000,"Iraq","IRQ","Finland","FIN",1860,0,0,NA,0,0
2000,"Somalia","SOM","Finland","FIN",2613,0,0,NA,0,0
2000,"Sudan","SDN","Finland","FIN",22,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Finland","FIN",26,0,0,NA,0,0
2000,"Afghanistan","AFG","France","FRA",1190,0,0,NA,0,0
2000,"Iraq","IRQ","France","FRA",1578,0,0,NA,0,0
2000,"Somalia","SOM","France","FRA",589,0,0,NA,0,0
2000,"Sudan","SDN","France","FRA",237,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","France","FRA",148,0,0,NA,0,0
2000,"Somalia","SOM","Gabon","GAB",0,5,0,NA,0,0
2000,"Sudan","SDN","Gabon","GAB",6,16,0,NA,0,0
2000,"Afghanistan","AFG","United Kingdom of Great Britain and Northern Ireland","GBR",5675,0,0,NA,0,0
2000,"Iraq","IRQ","United Kingdom of Great Britain and Northern Ireland","GBR",9510,0,0,NA,0,0
2000,"Somalia","SOM","United Kingdom of Great Britain and Northern Ireland","GBR",26891,0,0,NA,0,0
2000,"Sudan","SDN","United Kingdom of Great Britain and Northern Ireland","GBR",2565,0,0,NA,0,0
2000,"Afghanistan","AFG","Georgia","GEO",5,0,0,NA,0,0
2000,"Afghanistan","AFG","Germany","DEU",0,9229,0,NA,0,0
2000,"Iraq","IRQ","Germany","DEU",0,3655,0,NA,0,0
2000,"Somalia","SOM","Germany","DEU",0,117,0,NA,0,0
2000,"Sudan","SDN","Germany","DEU",0,88,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Germany","DEU",0,1046,0,NA,0,0
2000,"Sudan","SDN","Ghana","GHA",21,0,0,NA,0,0
2000,"Afghanistan","AFG","Greece","GRC",131,363,0,NA,0,0
2000,"Iraq","IRQ","Greece","GRC",511,1302,0,NA,0,0
2000,"Somalia","SOM","Greece","GRC",0,5,0,NA,0,0
2000,"Sudan","SDN","Greece","GRC",33,8,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Greece","GRC",30,5,0,NA,0,0
2000,"Sudan","SDN","Guinea","GIN",5,0,0,NA,0,0
2000,"Afghanistan","AFG","Hungary","HUN",694,448,0,NA,0,0
2000,"Iraq","IRQ","Hungary","HUN",201,281,0,NA,0,0
2000,"Somalia","SOM","Hungary","HUN",33,48,0,NA,0,0
2000,"Sudan","SDN","Hungary","HUN",26,35,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Hungary","HUN",8,8,0,NA,0,0
2000,"Afghanistan","AFG","Iceland","ISL",0,5,0,NA,0,0
2000,"Iraq","IRQ","Iceland","ISL",11,0,0,NA,0,0
2000,"Sudan","SDN","Cote d'Ivoire","CIV",10,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Cote d'Ivoire","CIV",5,0,0,NA,0,0
2000,"Afghanistan","AFG","India","IND",12760,34,0,NA,0,0
2000,"Iraq","IRQ","India","IND",30,0,0,NA,0,0
2000,"Somalia","SOM","India","IND",84,0,0,NA,0,0
2000,"Sudan","SDN","India","IND",56,0,0,NA,0,0
2000,"Afghanistan","AFG","Indonesia","IDN",34,110,0,NA,0,0
2000,"Iraq","IRQ","Indonesia","IDN",353,179,0,NA,0,0
2000,"Somalia","SOM","Indonesia","IDN",12,0,0,NA,0,0
2000,"Afghanistan","AFG","Ireland","IRL",30,0,0,NA,0,0
2000,"Iraq","IRQ","Ireland","IRL",74,0,0,NA,0,0
2000,"Somalia","SOM","Ireland","IRL",85,0,0,NA,0,0
2000,"Sudan","SDN","Ireland","IRL",15,0,0,NA,0,0
2000,"Afghanistan","AFG","Iran (Islamic Rep. of)","IRN",1482000,12228,0,NA,0,0
2000,"Iraq","IRQ","Iran (Islamic Rep. of)","IRN",386000,0,0,NA,0,0
2000,"Somalia","SOM","Iraq","IRQ",313,0,0,NA,0,0
2000,"Sudan","SDN","Iraq","IRQ",220,5,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Iraq","IRQ",49,78,0,NA,0,0
2000,"Iraq","IRQ","Israel","ISR",7,0,0,NA,0,0
2000,"Sudan","SDN","Israel","ISR",5,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Israel","ISR",5,5,0,NA,0,0
2000,"Afghanistan","AFG","Italy","ITA",66,0,0,NA,0,0
2000,"Iraq","IRQ","Italy","ITA",923,0,0,NA,0,0
2000,"Somalia","SOM","Italy","ITA",160,0,0,NA,0,0
2000,"Sudan","SDN","Italy","ITA",164,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Italy","ITA",24,0,0,NA,0,0
2000,"Afghanistan","AFG","Jordan","JOR",0,7,0,NA,0,0
2000,"Iraq","IRQ","Jordan","JOR",919,7209,0,NA,0,0
2000,"Somalia","SOM","Jordan","JOR",40,20,0,NA,0,0
2000,"Sudan","SDN","Jordan","JOR",18,260,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Jordan","JOR",0,110,0,NA,0,0
2000,"Afghanistan","AFG","Japan","JPN",41,33,0,NA,0,0
2000,"Iraq","IRQ","Japan","JPN",5,5,0,NA,0,0
2000,"Sudan","SDN","Japan","JPN",12,13,0,NA,0,0
2000,"Afghanistan","AFG","Kazakhstan","KAZ",2460,0,0,NA,0,0
2000,"Iraq","IRQ","Kazakhstan","KAZ",16,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Kazakhstan","KAZ",5,0,0,NA,0,0
2000,"Iraq","IRQ","Kenya","KEN",0,6,0,NA,0,0
2000,"Somalia","SOM","Kenya","KEN",137376,110,0,NA,0,0
2000,"Sudan","SDN","Kenya","KEN",55585,775,0,NA,0,0
2000,"Afghanistan","AFG","Kyrgyzstan","KGZ",804,87,0,NA,0,0
2000,"Afghanistan","AFG","Kuwait","KWT",92,7,0,NA,0,0
2000,"Iraq","IRQ","Kuwait","KWT",1200,15,0,NA,0,13000
2000,"Somalia","SOM","Kuwait","KWT",145,16,0,NA,0,2000
2000,"Sudan","SDN","Liberia","LBR",19,0,0,NA,0,0
2000,"Iraq","IRQ","Libya","LBY",29,19,0,NA,0,0
2000,"Somalia","SOM","Libya","LBY",2891,0,0,NA,0,0
2000,"Sudan","SDN","Libya","LBY",10,17,0,NA,0,0
2000,"Afghanistan","AFG","Lebanon","LBN",58,5,0,NA,0,0
2000,"Iraq","IRQ","Lebanon","LBN",1817,2570,0,NA,0,0
2000,"Somalia","SOM","Lebanon","LBN",136,99,0,NA,0,0
2000,"Sudan","SDN","Lebanon","LBN",421,2435,0,NA,0,0
2000,"Iraq","IRQ","Sri Lanka","LKA",12,20,0,NA,0,0
2000,"Afghanistan","AFG","Lithuania","LTU",36,5,0,NA,0,10
2000,"Iraq","IRQ","Lithuania","LTU",6,0,0,NA,0,0
2000,"Somalia","SOM","Lithuania","LTU",0,0,0,NA,0,19
2000,"Sudan","SDN","Madagascar","MDG",5,0,0,NA,0,0
2000,"Afghanistan","AFG","Rep. of Moldova","MDA",0,14,0,NA,0,0
2000,"Iraq","IRQ","Rep. of Moldova","MDA",8,32,0,NA,0,0
2000,"Somalia","SOM","Rep. of Moldova","MDA",0,8,0,NA,0,0
2000,"Sudan","SDN","Rep. of Moldova","MDA",0,19,0,NA,0,0
2000,"Afghanistan","AFG","Mexico","MEX",10,0,0,NA,0,0
2000,"Iraq","IRQ","Mexico","MEX",22,0,0,NA,0,0
2000,"Somalia","SOM","Mexico","MEX",36,0,0,NA,0,0
2000,"Sudan","SDN","Mexico","MEX",5,0,0,NA,0,0
2000,"Afghanistan","AFG","Malaysia","MYS",55,7,0,NA,0,0
2000,"Iraq","IRQ","Malaysia","MYS",0,9,0,NA,0,0
2000,"Somalia","SOM","Malaysia","MYS",26,0,0,NA,0,0
2000,"Somalia","SOM","Malawi","MWI",182,0,0,NA,0,0
2000,"Afghanistan","AFG","Morocco","MAR",8,0,0,NA,0,0
2000,"Iraq","IRQ","Morocco","MAR",25,0,0,NA,0,0
2000,"Somalia","SOM","Morocco","MAR",9,0,0,NA,0,0
2000,"Sudan","SDN","Morocco","MAR",15,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Morocco","MAR",9,0,0,NA,0,0
2000,"Somalia","SOM","Mozambique","MOZ",9,93,0,NA,0,0
2000,"Sudan","SDN","Mozambique","MOZ",0,26,0,NA,0,0
2000,"Iraq","IRQ","Malta","MLT",25,0,0,NA,0,0
2000,"Somalia","SOM","Malta","MLT",11,0,0,NA,0,0
2000,"Somalia","SOM","Namibia","NAM",0,20,0,NA,0,0
2000,"Sudan","SDN","Namibia","NAM",0,8,0,NA,0,0
2000,"Iraq","IRQ","Nepal","NPL",9,0,0,NA,0,0
2000,"Afghanistan","AFG","Netherlands","NLD",23629,10931,0,NA,0,0
2000,"Iraq","IRQ","Netherlands","NLD",25284,16621,0,NA,0,0
2000,"Somalia","SOM","Netherlands","NLD",19363,5181,0,NA,0,0
2000,"Sudan","SDN","Netherlands","NLD",2793,3773,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Netherlands","NLD",1618,1829,0,NA,0,0
2000,"Somalia","SOM","Niger","NER",14,20,0,NA,0,0
2000,"Sudan","SDN","Niger","NER",0,6,0,NA,0,0
2000,"Somalia","SOM","Nicaragua","NIC",0,5,0,NA,0,0
2000,"Sudan","SDN","Nigeria","NGA",78,0,0,NA,0,0
2000,"Afghanistan","AFG","Norway","NOR",1098,0,0,NA,0,0
2000,"Iraq","IRQ","Norway","NOR",8094,0,0,NA,0,0
2000,"Somalia","SOM","Norway","NOR",4335,0,0,NA,0,0
2000,"Sudan","SDN","Norway","NOR",253,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Norway","NOR",113,0,0,NA,0,0
2000,"Afghanistan","AFG","New Zealand","NZL",181,0,0,NA,0,0
2000,"Iraq","IRQ","New Zealand","NZL",882,0,0,NA,0,0
2000,"Somalia","SOM","New Zealand","NZL",785,0,0,NA,0,0
2000,"Sudan","SDN","New Zealand","NZL",108,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","New Zealand","NZL",42,0,0,NA,0,0
2000,"Afghanistan","AFG","Pakistan","PAK",2000000,0,0,NA,0,0
2000,"Iraq","IRQ","Pakistan","PAK",371,81,0,NA,0,0
2000,"Somalia","SOM","Pakistan","PAK",434,191,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Pakistan","PAK",0,5,0,NA,0,0
2000,"Iraq","IRQ","Peru","PER",5,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Peru","PER",5,0,0,NA,0,0
2000,"Afghanistan","AFG","Philippines","PHL",6,0,0,NA,0,0
2000,"Iraq","IRQ","Philippines","PHL",29,0,0,NA,0,0
2000,"Somalia","SOM","Philippines","PHL",17,0,0,NA,0,0
2000,"Afghanistan","AFG","Poland","POL",51,0,0,NA,0,0
2000,"Iraq","IRQ","Poland","POL",37,0,0,NA,0,0
2000,"Somalia","SOM","Poland","POL",176,0,0,NA,0,0
2000,"Sudan","SDN","Poland","POL",25,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Poland","POL",14,0,0,NA,0,0
2000,"Iraq","IRQ","Portugal","PRT",5,0,0,NA,0,0
2000,"Sudan","SDN","Portugal","PRT",5,0,0,NA,0,0
2000,"Iraq","IRQ","Qatar","QAT",10,0,0,NA,0,0
2000,"Somalia","SOM","Qatar","QAT",15,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Qatar","QAT",6,0,0,NA,0,0
2000,"Afghanistan","AFG","Romania","ROU",278,0,0,NA,0,0
2000,"Iraq","IRQ","Romania","ROU",348,0,0,NA,0,0
2000,"Somalia","SOM","Romania","ROU",378,0,0,NA,0,0
2000,"Sudan","SDN","Romania","ROU",7,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Romania","ROU",14,0,0,NA,0,0
2000,"Afghanistan","AFG","South Africa","ZAF",5,8,0,NA,0,0
2000,"Iraq","IRQ","South Africa","ZAF",7,22,0,NA,0,0
2000,"Somalia","SOM","South Africa","ZAF",4810,626,0,NA,0,0
2000,"Sudan","SDN","South Africa","ZAF",76,129,0,NA,0,0
2000,"Afghanistan","AFG","Russian Federation","RUS",521,620,0,NA,0,100000
2000,"Iraq","IRQ","Russian Federation","RUS",0,7,0,NA,0,0
2000,"Somalia","SOM","Russian Federation","RUS",147,0,0,NA,0,0
2000,"Sudan","SDN","Russian Federation","RUS",14,0,0,NA,0,0
2000,"Somalia","SOM","Rwanda","RWA",0,15,0,NA,0,0
2000,"Sudan","SDN","Rwanda","RWA",0,5,0,NA,0,0
2000,"Afghanistan","AFG","Saudi Arabia","SAU",107,0,0,NA,0,0
2000,"Iraq","IRQ","Saudi Arabia","SAU",5177,18,0,NA,0,0
2000,"Somalia","SOM","Saudi Arabia","SAU",18,52,0,NA,0,0
2000,"Sudan","SDN","Saudi Arabia","SAU",0,43,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Saudi Arabia","SAU",6,8,0,NA,0,0
2000,"Iraq","IRQ","Serbia and Kosovo: S/RES/1244 (1999)","SRB",12,8,0,NA,0,0
2000,"Somalia","SOM","Senegal","SEN",7,8,0,NA,0,0
2000,"Sudan","SDN","Senegal","SEN",0,5,0,NA,0,0
2000,"Somalia","SOM","Somalia","SOM",0,0,18000,NA,0,0
2000,"Afghanistan","AFG","Spain","ESP",125,0,0,NA,0,0
2000,"Iraq","IRQ","Spain","ESP",326,0,0,NA,0,0
2000,"Somalia","SOM","Spain","ESP",203,0,0,NA,0,0
2000,"Sudan","SDN","Spain","ESP",33,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Spain","ESP",18,0,0,NA,0,0
2000,"Somalia","SOM","Sudan","SDN",43,0,0,NA,0,0
2000,"Afghanistan","AFG","Slovakia","SVK",187,122,0,NA,0,0
2000,"Iraq","IRQ","Slovakia","SVK",40,49,0,NA,0,0
2000,"Somalia","SOM","Slovakia","SVK",13,5,0,NA,0,0
2000,"Afghanistan","AFG","Slovenia","SVN",0,238,0,NA,0,0
2000,"Iraq","IRQ","Slovenia","SVN",0,442,0,NA,0,0
2000,"Somalia","SOM","Slovenia","SVN",0,8,0,NA,0,0
2000,"Sudan","SDN","Slovenia","SVN",0,14,0,NA,0,0
2000,"Somalia","SOM","Eswatini","SWZ",69,0,0,NA,0,0
2000,"Afghanistan","AFG","Sweden","SWE",2318,0,0,NA,0,0
2000,"Iraq","IRQ","Sweden","SWE",25570,0,0,NA,0,0
2000,"Somalia","SOM","Sweden","SWE",7302,0,0,NA,0,0
2000,"Sudan","SDN","Sweden","SWE",155,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Sweden","SWE",2028,0,0,NA,0,0
2000,"Afghanistan","AFG","Switzerland","CHE",1204,621,0,NA,0,0
2000,"Iraq","IRQ","Switzerland","CHE",2107,1555,0,NA,0,0
2000,"Somalia","SOM","Switzerland","CHE",4814,269,0,NA,0,0
2000,"Sudan","SDN","Switzerland","CHE",157,42,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Switzerland","CHE",137,152,0,NA,0,0
2000,"Afghanistan","AFG","Syrian Arab Rep.","SYR",172,25,0,NA,0,0
2000,"Iraq","IRQ","Syrian Arab Rep.","SYR",1829,1405,0,NA,0,0
2000,"Somalia","SOM","Syrian Arab Rep.","SYR",443,314,0,NA,0,0
2000,"Sudan","SDN","Syrian Arab Rep.","SYR",91,290,0,NA,0,0
2000,"Somalia","SOM","United Rep. of Tanzania","TZA",2991,67,0,NA,0,0
2000,"Sudan","SDN","United Rep. of Tanzania","TZA",0,6,0,NA,0,0
2000,"Afghanistan","AFG","Thailand","THA",20,9,0,NA,0,0
2000,"Iraq","IRQ","Thailand","THA",36,25,0,NA,0,0
2000,"Afghanistan","AFG","Tajikistan","TJK",15354,233,0,NA,0,0
2000,"Afghanistan","AFG","Turkmenistan","TKM",1450,128,0,NA,0,0
2000,"Iraq","IRQ","Turkmenistan","TKM",13,0,0,NA,0,0
2000,"Iraq","IRQ","Tunisia","TUN",11,0,0,NA,0,0
2000,"Somalia","SOM","Tunisia","TUN",36,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Tunisia","TUN",5,0,0,NA,0,0
2000,"Afghanistan","AFG","Turkey","TUR",44,46,0,NA,0,0
2000,"Iraq","IRQ","Turkey","TUR",642,1936,0,NA,0,0
2000,"Somalia","SOM","Turkey","TUR",11,5,0,NA,0,0
2000,"Sudan","SDN","Turkey","TUR",0,6,0,NA,0,0
2000,"Afghanistan","AFG","United Arab Emirates","ARE",6,12,0,NA,0,0
2000,"Iraq","IRQ","United Arab Emirates","ARE",25,58,0,NA,0,0
2000,"Somalia","SOM","United Arab Emirates","ARE",321,80,0,NA,0,0
2000,"Sudan","SDN","United Arab Emirates","ARE",8,30,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","United Arab Emirates","ARE",43,49,0,NA,0,0
2000,"Iraq","IRQ","Uganda","UGA",8,0,0,NA,0,0
2000,"Somalia","SOM","Uganda","UGA",1236,133,0,NA,0,0
2000,"Sudan","SDN","Uganda","UGA",212156,640,0,NA,0,0
2000,"Afghanistan","AFG","Ukraine","UKR",1685,23,0,NA,0,36
2000,"Iraq","IRQ","Ukraine","UKR",41,0,0,NA,0,0
2000,"Somalia","SOM","Ukraine","UKR",5,0,0,NA,0,58
2000,"Sudan","SDN","Ukraine","UKR",69,0,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Ukraine","UKR",36,5,0,NA,0,0
2000,"Somalia","SOM","Uruguay","URY",5,0,0,NA,0,0
2000,"Afghanistan","AFG","United States of America","USA",4322,321,0,NA,0,0
2000,"Iraq","IRQ","United States of America","USA",19290,370,0,NA,0,0
2000,"Somalia","SOM","United States of America","USA",34005,1802,0,NA,0,0
2000,"Sudan","SDN","United States of America","USA",10754,374,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","United States of America","USA",560,168,0,NA,0,0
2000,"Afghanistan","AFG","Uzbekistan","UZB",8348,1235,0,NA,0,0
2000,"Iraq","IRQ","Venezuela (Bolivarian Republic of)","VEN",5,0,0,NA,0,0
2000,"Iraq","IRQ","Yemen","YEM",85,341,0,NA,0,0
2000,"Somalia","SOM","Yemen","YEM",56524,0,0,NA,0,0
2000,"Sudan","SDN","Yemen","YEM",91,556,0,NA,0,0
2000,"Syrian Arab Rep.","SYR","Yemen","YEM",10,0,0,NA,0,0
2000,"Somalia","SOM","Zambia","ZMB",699,18,0,NA,0,0
2000,"Afghanistan","AFG","Zimbabwe","ZWE",82,0,0,NA,0,0
2000,"Somalia","SOM","Zimbabwe","ZWE",24,6,0,NA,0,0
2000,"Sudan","SDN","Zimbabwe","ZWE",34,0,0,NA,0,0
2001,"Afghanistan","AFG","Afghanistan","AFG",0,0,1200000,NA,0,0
2001,"Iraq","IRQ","Afghanistan","AFG",5,0,0,NA,0,0
2001,"Iraq","IRQ","Albania","ALB",7,0,0,NA,0,0
2001,"Iraq","IRQ","Algeria","DZA",9,0,0,NA,0,0
2001,"Somalia","SOM","Algeria","DZA",8,0,0,NA,0,0
2001,"Syrian Arab Rep.","SYR","Algeria","DZA",8,0,0,NA,0,0
2001,"Somalia","SOM","Angola","AGO",5,0,0,NA,0,0
2001,"Sudan","SDN","Angola","AGO",5,0,0,NA,0,0
2001,"Afghanistan","AFG","Egypt","EGY",66,21,0,NA,0,0
2001,"Iraq","IRQ","Egypt","EGY",36,44,0,NA,0,0
2001,"Somalia","SOM","Egypt","EGY",1177,2974,0,NA,0,0
2001,"Sudan","SDN","Egypt","EGY",4659,11293,0,NA,0,0
2001,"Syrian Arab Rep.","SYR","Egypt","EGY",0,8,0,NA,0,0
2001,"Iraq","IRQ","Argentina","ARG",18,0,0,NA,0,0
2001,"Somalia","SOM","Argentina","ARG",0,5,0,NA,0,0
2001,"Iraq","IRQ","Armenia","ARM",5,0,0,NA,0,0
2001,"Afghanistan","AFG","Australia","AUS",6262,452,0,NA,0,0
2001,"Iraq","IRQ","Australia","AUS",10504,885,0,NA,0,0
2001,"Somalia","SOM","Australia","AUS",2059,12,0,NA,0,0
2001,"Sudan","SDN","Australia","AUS",3858,13,0,NA,0,0
2001,"Syrian Arab Rep.","SYR","Australia","AUS",73,48,0,NA,0,0
2001,"Afghanistan","AFG","Austria","AUT",1049,0,0,NA,0,0
2001,"Iraq","IRQ","Austria","AUT",1769,0,0,NA,0,0
2001,"Somalia","SOM","Austria","AUT",55,0,0,NA,0,0
2001,"Sudan","SDN","Austria","AUT",33,0,0,NA,0,0
2001,"Syrian Arab Rep.","SYR","Austria","AUT",79,0,0,NA,0,0
